Tanggal,Harga Buka,Harga Tertinggi ,Harga Terendah,Harga Tutup,Harga Penutupan Disesuaikan,Volume Perdagangan
2019-01-01,4400,4400,4400,4400,3718.3537597656,0
2019-01-02,4400,4400,4337.5,4362.5,3686.6630859375,15681200
2019-01-03,4337.5,4387.5,4325,4362.5,3686.6630859375,21416600
2019-01-04,4362.5,4400,4337.5,4362.5,3686.6630859375,41078600
2019-01-07,4412.5,4462.5,4412.5,4437.5,3750.0439453125,48108200
2019-01-08,4437.5,4475,4400,4450,3760.6079101562,45945800
2019-01-09,4475,4475,4412.5,4425,3739.4809570312,50484000
2019-01-10,4462.5,4462.5,4400,4425,3739.4809570312,44421400
2019-01-11,4475,4487.5,4450,4462.5,3771.1716308594,47217000
2019-01-14,4487.5,4487.5,4425,4437.5,3750.0439453125,26702800
2019-01-15,4437.5,4550,4425,4500,3802.8618164062,49947400
2019-01-16,4525,4625,4500,4625,3908.4965820312,58089800
2019-01-17,4612.5,4662.5,4575,4625,3908.4965820312,47773600
2019-01-18,4650,4700,4600,4700,3971.8781738281,39366000
2019-01-21,4600,4687.5,4600,4612.5,3897.9331054688,33397400
2019-01-22,4612.5,4625,4587.5,4625,3908.4965820312,42127800
2019-01-23,4587.5,4612.5,4512.5,4525,3823.9890136719,51746000
2019-01-24,4525,4537.5,4487.5,4500,3802.8618164062,88315800
2019-01-25,4512.5,4562.5,4500,4550,3845.1157226562,51100800
2019-01-28,4550,4562.5,4525,4550,3845.1157226562,42198000
2019-01-29,4525,4550,4462.5,4512.5,3813.4255371094,38083600
2019-01-30,4450,4500,4450,4500,3802.8618164062,40402400
2019-01-31,4500,4587.5,4500,4537.5,3834.5524902344,72412200
2019-02-01,4550,4662.5,4537.5,4625,3908.4965820312,83559800
2019-02-04,4625,4637.5,4550,4562.5,3855.6791992188,45077600
2019-02-05,4562.5,4562.5,4562.5,4562.5,3855.6791992188,0
2019-02-06,4562.5,4612.5,4550,4550,3845.1157226562,39366200
2019-02-07,4550,4550,4512.5,4537.5,3834.5524902344,11857200
2019-02-08,4475,4525,4462.5,4487.5,3792.2978515625,25850600
2019-02-11,4475,4525,4450,4525,3823.9890136719,29542600
2019-02-12,4525,4537.5,4450,4450,3760.6079101562,25694400
2019-02-13,4425,4450,4325,4325,3654.9729003906,57993000
2019-02-14,4325,4437.5,4325,4387.5,3707.7905273438,34647200
2019-02-15,4387.5,4387.5,4350,4387.5,3707.7905273438,25669400
2019-02-18,4400,4525,4400,4487.5,3792.2978515625,32794600
2019-02-19,4487.5,4512.5,4412.5,4437.5,3750.0439453125,17644000
2019-02-20,4450,4450,4350,4412.5,3728.9174804688,30538000
2019-02-21,4450,4475,4387.5,4462.5,3771.1716308594,26466400
2019-02-22,4450,4450,4325,4362.5,3686.6630859375,59643400
2019-02-25,4387.5,4425,4362.5,4400,3718.3537597656,31297800
2019-02-26,4400,4437.5,4350,4425,3739.4809570312,32625400
2019-02-27,4375,4462.5,4362.5,4425,3739.4809570312,19073600
2019-02-28,4462.5,4462.5,4362.5,4400,3718.3537597656,33411200
2019-03-01,4412.5,4487.5,4400,4487.5,3792.2978515625,26656800
2019-03-04,4450,4500,4437.5,4475,3781.7351074219,28548200
2019-03-05,4462.5,4462.5,4362.5,4400,3718.3537597656,28743600
2019-03-06,4375,4437.5,4375,4400,3718.3537597656,23339600
2019-03-07,4400,4400,4400,4400,3718.3537597656,0
2019-03-08,4375,4387.5,4337.5,4337.5,3665.5363769531,37957000
2019-03-11,4400,4400,4337.5,4337.5,3665.5363769531,14711800
2019-03-12,4325,4362.5,4300,4337.5,3665.5363769531,20181600
2019-03-13,4287.5,4337.5,4262.5,4300,3633.8459472656,32738800
2019-03-14,4362.5,4412.5,4337.5,4412.5,3728.9174804688,13382000
2019-03-15,4462.5,4562.5,4450,4537.5,3834.5524902344,34814400
2019-03-18,4550,4675,4537.5,4675,3950.7507324219,38275600
2019-03-19,4662.5,4725,4650,4675,3950.7507324219,39436000
2019-03-20,4687.5,4687.5,4625,4650,3929.6240234375,23188800
2019-03-21,4725,4775,4712.5,4762.5,4024.6958007812,38604000
2019-03-22,4775,4825,4762.5,4800,4056.3862304688,33572000
2019-03-25,4650,4725,4575,4600,3887.3696289062,26670200
2019-03-26,4687.5,4700,4662.5,4687.5,3961.3142089844,6754600
2019-03-27,4575,4687.5,4575,4675,3950.7507324219,7113800
2019-03-28,4712.5,4725,4675,4712.5,3982.4416503906,22824600
2019-03-29,4687.5,4725,4687.5,4700,3971.8781738281,19813600
2019-04-01,4712.5,4750,4712.5,4725,3993.0048828125,9954200
2019-04-02,4750,4762.5,4700,4737.5,4003.568359375,22445400
2019-04-03,4737.5,4737.5,4737.5,4737.5,4003.568359375,0
2019-04-04,4762.5,4862.5,4762.5,4850,4098.640625,48871200
2019-04-05,4875,4925,4825,4862.5,4109.2036132812,11966400
2019-04-08,4800,4825,4712.5,4737.5,4003.568359375,17860200
2019-04-09,4825,4850,4775,4837.5,4088.0766601562,14496600
2019-04-10,4837.5,4875,4800,4850,4098.640625,17295200
2019-04-11,4900,4900,4750,4812.5,4066.9499511719,31259200
2019-04-12,4775,4837.5,4750,4837.5,4088.0766601562,19171400
2019-04-15,4825,4850,4812.5,4825,4077.5129394531,22821200
2019-04-16,4825,4875,4825,4850,4098.640625,43281000
2019-04-17,4850,4850,4850,4850,4098.640625,0
2019-04-18,4962.5,5125,4875,4925,4162.0209960938,90501000
2019-04-19,4925,4925,4925,4925,4162.0209960938,0
2019-04-22,4912.5,4912.5,4812.5,4837.5,4088.0766601562,38719000
2019-04-23,4800,4912.5,4800,4900,4140.8940429688,25165200
2019-04-24,4950,4962.5,4887.5,4900,4140.8940429688,22612800
2019-04-25,4850,4862.5,4775,4800,4056.3862304688,61278200
2019-04-26,4812.5,4825,4750,4825,4077.5129394531,62720800
2019-04-29,4862.5,4862.5,4775,4812.5,4066.9499511719,26364400
2019-04-30,4812.5,4850,4762.5,4800,4056.3862304688,46762800
2019-05-01,4800,4800,4800,4800,4056.3862304688,0
2019-05-02,4762.5,4787.5,4650,4712.5,3982.4416503906,60074200
2019-05-03,4700,4700,4587.5,4625,3908.4965820312,59192200
2019-05-06,4550,4562.5,4375,4437.5,3750.0439453125,55552200
2019-05-07,4437.5,4525,4375,4475,3781.7351074219,61910000
2019-05-08,4387.5,4425,4350,4375,3697.2268066406,41682400
2019-05-09,4300,4337.5,4275,4287.5,3623.2822265625,69829800
2019-05-10,4325,4412.5,4287.5,4300,3633.8459472656,45151200
2019-05-13,4300,4337.5,4250,4250,3591.591796875,20710000
2019-05-14,4225,4275,4125,4225,3570.46484375,68445400
2019-05-15,4237.5,4237.5,4062.5,4112.5,3475.3935546875,90706000
2019-05-16,4100,4175,4037.5,4087.5,3454.2663574219,36448400
2019-05-17,4237.5,4237.5,4025,4050,3422.5759277344,61447200
2019-05-20,4050,4225,3912.5,4212.5,3559.9013671875,43655000
2019-05-21,4225,4300,4187.5,4300,3633.8459472656,78310800
2019-05-22,4150,4237.5,4137.5,4150,3591.1372070312,40857000
2019-05-23,4137.5,4300,4137.5,4250,3677.6704101562,43215600
2019-05-24,4237.5,4400,4237.5,4325,3742.5708007812,48374800
2019-05-27,4325,4412.5,4325,4350,3764.2041015625,32246800
2019-05-28,4325,4325,4050,4075,3526.2370605469,222512000
2019-05-29,4075,4112.5,4012.5,4075,3526.2370605469,78292800
2019-05-30,4075,4075,4075,4075,3526.2370605469,0
2019-05-31,4100,4212.5,4100,4200,3634.4040527344,89160800
2019-06-03,4200,4200,4200,4200,3634.4040527344,0
2019-06-04,4200,4200,4200,4200,3634.4040527344,0
2019-06-05,4200,4200,4200,4200,3634.4040527344,0
2019-06-06,4200,4200,4200,4200,3634.4040527344,0
2019-06-07,4200,4200,4200,4200,3634.4040527344,0
2019-06-10,4287.5,4362.5,4275,4337.5,3753.3872070312,101675200
2019-06-11,4300,4337.5,4237.5,4287.5,3710.1206054688,44879800
2019-06-12,4275,4325,4262.5,4300,3720.9372558594,39229000
2019-06-13,4300,4337.5,4262.5,4325,3742.5708007812,54401400
2019-06-14,4300,4325,4225,4250,3677.6704101562,40394600
2019-06-17,4250,4262.5,4212.5,4225,3656.037109375,21955800
2019-06-18,4250,4375,4225,4362.5,3775.0205078125,62706200
2019-06-19,4412.5,4512.5,4412.5,4450,3850.7375488281,79746600
2019-06-20,4500,4500,4362.5,4400,3807.470703125,54402200
2019-06-21,4437.5,4450,4400,4425,3829.1042480469,51525600
2019-06-24,4450,4487.5,4400,4437.5,3839.9204101562,32097800
2019-06-25,4475,4487.5,4450,4462.5,3861.5541992188,18337600
2019-06-26,4462.5,4475,4425,4425,3829.1042480469,28871200
2019-06-27,4475,4475,4437.5,4450,3850.7375488281,18194800
2019-06-28,4462.5,4612.5,4450,4600,3980.5373535156,81840600
2019-07-01,4650,4725,4650,4687.5,4056.25390625,56506600
2019-07-02,4675,4687.5,4637.5,4675,4045.4370117188,33067800
2019-07-03,4675,4675,4625,4662.5,4034.62109375,34549000
2019-07-04,4662.5,4700,4650,4687.5,4056.25390625,24270400
2019-07-05,4637.5,4662.5,4550,4600,3980.5373535156,40019800
2019-07-08,4537.5,4587.5,4475,4487.5,3883.1870117188,39037200
2019-07-09,4487.5,4587.5,4487.5,4575,3958.9040527344,21892000
2019-07-10,4562.5,4625,4562.5,4575,3958.9040527344,34132000
2019-07-11,4600,4637.5,4575,4625,4002.1706542969,27475200
2019-07-12,4600,4625,4575,4600,3980.5373535156,27073600
2019-07-15,4625,4662.5,4587.5,4587.5,3969.720703125,39008200
2019-07-16,4587.5,4600,4525,4537.5,3926.4541015625,34469200
2019-07-17,4487.5,4537.5,4487.5,4525,3915.6376953125,21264800
2019-07-18,4525,4537.5,4425,4437.5,3839.9204101562,39663600
2019-07-19,4437.5,4487.5,4425,4450,3850.7375488281,29465600
2019-07-22,4437.5,4475,4387.5,4425,3829.1042480469,29243600
2019-07-23,4450,4462.5,4312.5,4312.5,3731.7536621094,82475600
2019-07-24,4275,4287.5,4212.5,4212.5,3645.220703125,86821600
2019-07-25,4212.5,4262.5,4212.5,4250,3677.6704101562,64678600
2019-07-26,4225,4237.5,4200,4212.5,3645.220703125,39358000
2019-07-29,4200,4225,4150,4175,3612.7705078125,40294600
2019-07-30,4150,4187.5,4112.5,4175,3612.7705078125,54556800
2019-07-31,4200,4250,4137.5,4237.5,3666.853515625,43706400
2019-08-01,4225,4225,4125,4125,3569.50390625,64720000
2019-08-02,4087.5,4087.5,4012.5,4050,3504.6037597656,78779000
2019-08-05,4012.5,4025,3950,3962.5,3428.8872070312,61291400
2019-08-06,3900,3975,3775,3912.5,3385.6203613281,69999200
2019-08-07,3950,4000,3912.5,3937.5,3407.2536621094,56503000
2019-08-08,3950,4075,3937.5,4062.5,3515.4204101562,52673200
2019-08-09,4075,4087.5,3962.5,3962.5,3428.8872070312,41206600
2019-08-12,3975,4000,3900,3962.5,3428.8872070312,26290000
2019-08-13,3937.5,3950,3912.5,3950,3418.0703125,36218200
2019-08-14,4000,4062.5,3975,4050,3504.6037597656,53094000
2019-08-15,3950,4012.5,3925,4012.5,3472.1535644531,34110000
2019-08-16,4012.5,4050,3950,3962.5,3428.8872070312,25707800
2019-08-19,4000,4012.5,3912.5,3937.5,3407.2536621094,21047400
2019-08-20,3962.5,3962.5,3862.5,3875,3353.1704101562,34351800
2019-08-21,3850,3887.5,3787.5,3787.5,3277.4536132812,36213000
2019-08-22,3812.5,3862.5,3737.5,3800,3288.2700195312,62568600
2019-08-23,3800,3825,3725,3812.5,3299.0866699219,35492200
2019-08-26,3737.5,3762.5,3687.5,3750,3245.0036621094,30273800
2019-08-27,3725,3812.5,3725,3787.5,3277.4536132812,46766400
2019-08-28,3800,3812.5,3762.5,3800,3288.2700195312,29902600
2019-08-29,3812.5,3812.5,3750,3762.5,3255.8200683594,42715800
2019-08-30,3787.5,3850,3787.5,3850,3331.5368652344,36471000
2019-09-02,3837.5,3862.5,3812.5,3812.5,3299.0866699219,20164000
2019-09-03,3825,3837.5,3662.5,3725,3223.3701171875,34817800
2019-09-04,3750,3750,3662.5,3712.5,3212.5534667969,49092600
2019-09-05,3750,3787.5,3725,3762.5,3255.8200683594,31491600
2019-09-06,3800,3825,3775,3800,3288.2700195312,37695400
2019-09-09,3800,3812.5,3750,3775,3266.6372070312,25346600
2019-09-10,3775,3887.5,3775,3875,3353.1704101562,39409600
2019-09-11,3875,4000,3875,4000,3461.3369140625,59184000
2019-09-12,4050,4062.5,3925,3937.5,3407.2536621094,48065600
2019-09-13,3975,3987.5,3912.5,3925,3396.4370117188,17730000
2019-09-16,3875,3900,3787.5,3837.5,3320.7199707031,35483200
2019-09-17,3787.5,3887.5,3787.5,3875,3353.1704101562,28974800
2019-09-18,3900,3950,3887.5,3950,3418.0703125,24518400
2019-09-19,3975,3975,3887.5,3887.5,3363.9868164062,25170600
2019-09-20,3862.5,3887.5,3812.5,3825,3309.9033203125,53056600
2019-09-23,3800,3825,3762.5,3787.5,3277.4536132812,34235800
2019-09-24,3787.5,3787.5,3700,3725,3223.3701171875,38873600
2019-09-25,3700,3762.5,3675,3737.5,3234.1867675781,26900200
2019-09-26,3762.5,3825,3750,3775,3266.6372070312,30615000
2019-09-27,3762.5,3775,3712.5,3712.5,3212.5534667969,30928400
2019-09-30,3687.5,3700,3575,3675,3180.103515625,80081800
2019-10-01,3662.5,3700,3625,3637.5,3147.6530761719,32188800
2019-10-02,3612.5,3650,3450,3462.5,2996.2197265625,73132000
2019-10-03,3425,3500,3400,3450,2985.4033203125,42558800
2019-10-04,3450,3500,3425,3437.5,2974.5864257812,26569200
2019-10-07,3462.5,3475,3325,3337.5,2888.0529785156,43606000
2019-10-08,3375,3412.5,3350,3412.5,2952.953125,41912800
2019-10-09,3400,3400,3362.5,3375,2920.5031738281,25237400
2019-10-10,3375,3425,3362.5,3375,2920.5031738281,23288400
2019-10-11,3400,3500,3400,3487.5,3017.8532714844,33226000
2019-10-14,3537.5,3537.5,3450,3462.5,2996.2197265625,51132400
2019-10-15,3475,3600,3412.5,3575,3093.5698242188,68801400
2019-10-16,3600,3625,3525,3625,3136.8366699219,65482600
2019-10-17,3625,3700,3612.5,3687.5,3190.919921875,61564000
2019-10-18,3675,3750,3675,3737.5,3234.1867675781,38171800
2019-10-21,3737.5,3750,3662.5,3687.5,3190.919921875,37392000
2019-10-22,3712.5,3737.5,3600,3662.5,3169.2866210938,44307200
2019-10-23,3650,3775,3612.5,3775,3266.6372070312,65670400
2019-10-24,3800,4037.5,3800,3950,3418.0703125,149978000
2019-10-25,3962.5,3987.5,3862.5,3912.5,3385.6203613281,58625000
2019-10-28,3925,3937.5,3862.5,3887.5,3363.9868164062,21229200
2019-10-29,3887.5,3912.5,3825,3862.5,3342.353515625,48916600
2019-10-30,3875,3925,3812.5,3875,3353.1704101562,46691200
2019-10-31,3850,3887.5,3800,3837.5,3320.7199707031,28738000
2019-11-01,3862.5,3862.5,3812.5,3837.5,3320.7199707031,19296200
2019-11-04,3837.5,3875,3812.5,3812.5,3299.0866699219,33528400
2019-11-05,3800,3900,3787.5,3862.5,3342.353515625,101298400
2019-11-06,3887.5,3887.5,3725,3750,3245.0036621094,73559600
2019-11-07,3750,3800,3637.5,3800,3288.2700195312,47956400
2019-11-08,3825,3850,3750,3837.5,3320.7199707031,34375400
2019-11-11,3800,3825,3750,3775,3266.6372070312,29695800
2019-11-12,3750,3800,3725,3800,3288.2700195312,43277200
2019-11-13,3800,3800,3675,3675,3180.103515625,47613000
2019-11-14,3687.5,3712.5,3587.5,3650,3158.4699707031,59175600
2019-11-15,3675,3775,3650,3725,3223.3701171875,34211400
2019-11-18,3737.5,3762.5,3675,3712.5,3212.5534667969,41639200
2019-11-19,3737.5,3800,3687.5,3800,3288.2700195312,42106200
2019-11-20,3800,3837.5,3750,3825,3309.9033203125,48311000
2019-11-21,3812.5,3862.5,3762.5,3850,3331.5368652344,42079800
2019-11-22,3850,3850,3812.5,3825,3309.9033203125,21247000
2019-11-25,3812.5,3825,3737.5,3750,3245.0036621094,25178600
2019-11-26,3762.5,3787.5,3712.5,3750,3245.0036621094,73842800
2019-11-27,3725,3787.5,3712.5,3737.5,3234.1867675781,24769800
2019-11-28,3737.5,3787.5,3675,3700,3201.7365722656,21981000
2019-11-29,3700,3762.5,3662.5,3750,3245.0036621094,20343400
2019-12-02,3725,3850,3725,3775,3266.6372070312,64660200
2019-12-03,3762.5,3825,3737.5,3775,3266.6372070312,41645000
2019-12-04,3750,3775,3712.5,3712.5,3212.5534667969,42196800
2019-12-05,3725,3762.5,3712.5,3725,3223.3701171875,53985800
2019-12-06,3750,3812.5,3737.5,3787.5,3277.4536132812,29544800
2019-12-09,3812.5,3825,3762.5,3787.5,3277.4536132812,36970600
2019-12-10,3787.5,3825,3762.5,3800,3288.2700195312,38381200
2019-12-11,3825,3825,3762.5,3762.5,3255.8200683594,31571800
2019-12-12,3775,3837.5,3762.5,3762.5,3255.8200683594,50870000
2019-12-13,3812.5,3850,3787.5,3825,3309.9033203125,48904000
2019-12-16,3825,3875,3800,3850,3331.5368652344,59955600
2019-12-17,3850,3862.5,3825,3850,3331.5368652344,45188200
2019-12-18,3850,3925,3825,3912.5,3385.6203613281,84394000
2019-12-19,3912.5,3925,3875,3912.5,3385.6203613281,38600800
2019-12-20,3912.5,3912.5,3875,3900,3374.8034667969,37723600
2019-12-23,3925,3962.5,3900,3962.5,3428.8872070312,45834400
2019-12-26,3975,4000,3962.5,3975,3439.7036132812,35309200
2019-12-27,3975,3987.5,3925,3962.5,3428.8872070312,19371400
2019-12-30,3975,3987.5,3900,3925,3396.4370117188,35604600
2020-01-02,3937.5,3937.5,3887.5,3887.5,3363.9868164062,18602600
2020-01-03,3900,3937.5,3825,3900,3374.8034667969,32251400
2020-01-06,3875,3875,3800,3812.5,3299.0866699219,26249200
2020-01-07,3837.5,3850,3762.5,3775,3266.6372070312,38049800
2020-01-08,3750,3762.5,3700,3712.5,3212.5534667969,40926800
2020-01-09,3750,3850,3750,3850,3331.5368652344,43770600
2020-01-10,3850,3912.5,3837.5,3862.5,3342.353515625,41985000
2020-01-13,3875,3900,3850,3887.5,3363.9868164062,24716600
2020-01-14,3912.5,3925,3862.5,3925,3396.4370117188,40286800
2020-01-15,3900,3937.5,3825,3837.5,3320.7199707031,35369800
2020-01-16,3837.5,3887.5,3812.5,3850,3331.5368652344,38027400
2020-01-17,3850,3887.5,3837.5,3887.5,3363.9868164062,33630000
2020-01-20,3862.5,3900,3762.5,3775,3266.6372070312,35184600
2020-01-21,3787.5,3825,3750,3787.5,3277.4536132812,32903600
2020-01-22,3812.5,3850,3787.5,3812.5,3299.0866699219,44490400
2020-01-23,3812.5,3862.5,3775,3825,3309.9033203125,44155400
2020-01-24,3800,3887.5,3800,3850,3331.5368652344,35702000
2020-01-27,3850,3850,3725,3725,3223.3701171875,28379600
2020-01-28,3700,3737.5,3650,3737.5,3234.1867675781,42985000
2020-01-29,3737.5,3762.5,3675,3675,3180.103515625,33503800
2020-01-30,3675,3712.5,3625,3625,3136.8366699219,26904000
2020-01-31,3650,3650,3550,3600,3115.203125,54195000
2020-02-03,3550,3650,3537.5,3562.5,3082.7534179688,40300400
2020-02-04,3612.5,3687.5,3587.5,3675,3180.103515625,39320000
2020-02-05,3675,3712.5,3625,3712.5,3212.5534667969,32161400
2020-02-06,3750,3762.5,3675,3675,3180.103515625,33597000
2020-02-07,3700,3700,3675,3675,3180.103515625,39234200
2020-02-10,3662.5,3662.5,3612.5,3662.5,3169.2866210938,24158600
2020-02-11,3650,3687.5,3637.5,3650,3158.4699707031,17313800
2020-02-12,3650,3687.5,3637.5,3637.5,3147.6530761719,22518200
2020-02-13,3637.5,3712.5,3637.5,3700,3201.7365722656,41031400
2020-02-14,3687.5,3800,3662.5,3762.5,3255.8200683594,51465800
2020-02-17,3800,3825,3762.5,3812.5,3299.0866699219,28980000
2020-02-18,3825,3875,3800,3850,3331.5368652344,46645800
2020-02-19,3837.5,3912.5,3812.5,3887.5,3363.9868164062,51704600
2020-02-20,3900,3975,3900,3962.5,3428.8872070312,71856200
2020-02-21,3937.5,3937.5,3862.5,3887.5,3363.9868164062,94446000
2020-02-24,3800,3850,3737.5,3787.5,3277.4536132812,59512800
2020-02-25,3750,3812.5,3737.5,3750,3245.0036621094,33976200
2020-02-26,3700,3712.5,3650,3650,3158.4699707031,72455400
2020-02-27,3625,3650,3462.5,3537.5,3061.1198730469,59326400
2020-02-28,3400,3512.5,3337.5,3512.5,3039.4868164062,104295000
2020-03-02,3475,3487.5,3275,3375,3008.8371582031,82760000
2020-03-03,3425,3475,3350,3400,3031.1247558594,83411600
2020-03-04,3400,3500,3362.5,3475,3097.9875488281,77696400
2020-03-05,3500,3525,3375,3412.5,3042.2685546875,78261200
2020-03-06,3350,3350,3200,3200,2852.8232421875,85722600
2020-03-09,3012.5,3062.5,2800,2825,2518.5080566406,136122600
2020-03-10,2850,2962.5,2800,2837.5,2529.6516113281,164540600
2020-03-11,2837.5,2862.5,2637.5,2762.5,2462.7888183594,106587600
2020-03-12,2600,2687.5,2500,2512.5,2239.912109375,135371800
2020-03-13,2512.5,2512.5,2512.5,2512.5,2239.912109375,0
2020-03-16,2550,2625,2420,2420,2157.4475097656,98330000
2020-03-17,2415,2420,2255,2255,2010.3488769531,137142000
2020-03-18,2295,2295,2100,2100,1872.1652832031,144534400
2020-03-19,1960,1975,1955,1955,1742.8967285156,21906200
2020-03-20,1900,1900,1820,1820,1622.5432128906,351439200
2020-03-23,1765,1765,1695,1695,1511.1047363281,21148600
2020-03-24,1655,1715,1580,1580,1408.5814208984,264178600
2020-03-26,1580,1845,1485,1795,1600.2554931641,381513800
2020-03-27,1835,2120,1825,1995,1778.5570068359,329983600
2020-03-30,1980,1980,1860,1860,1658.2033691406,82145200
2020-03-31,1915,2010,1860,1910,1702.7788085938,199220400
2020-04-01,1915,2000,1835,1840,1640.3734130859,172971000
2020-04-02,1845,1925,1735,1925,1716.1514892578,117968800
2020-04-03,1940,2020,1920,2005,1787.4720458984,95169200
2020-04-06,2030,2150,2005,2145,1912.2829589844,122959600
2020-04-07,2245,2325,2060,2155,1921.1981201172,163256600
2020-04-08,2100,2120,2005,2005,1787.4720458984,123065400
2020-04-09,2050,2075,1935,1995,1778.5570068359,73319200
2020-04-13,2000,2035,1950,1995,1778.5570068359,41042600
2020-04-14,2000,2095,2000,2075,1849.8775634766,57683200
2020-04-15,2080,2115,1995,2100,1872.1652832031,75203600
2020-04-16,2050,2050,1975,1990,1774.0993652344,92763800
2020-04-17,2035,2085,2035,2080,1854.3350830078,89041400
2020-04-20,2085,2120,2035,2050,1827.58984375,69765600
2020-04-21,2040,2050,1995,2015,1796.3872070312,41715200
2020-04-22,1985,2035,1950,2010,1791.9295654297,105656400
2020-04-23,2025,2035,1995,2010,1791.9295654297,76382800
2020-04-24,2010,2010,1890,1900,1693.8637695312,100645000
2020-04-27,1935,1960,1875,1900,1693.8637695312,68610200
2020-04-28,1910,1915,1875,1910,1702.7788085938,69997600
2020-04-29,1925,1925,1875,1880,1676.0335693359,65257600
2020-04-30,1910,2050,1900,2050,1827.58984375,126389200
2020-05-04,2000,2000,1935,1960,1747.3542480469,66251600
2020-05-05,1980,2015,1890,1920,1711.6938476562,108560200
2020-05-06,1925,1945,1910,1915,1707.236328125,82511800
2020-05-08,1925,1935,1895,1900,1693.8637695312,91046000
2020-05-11,1930,1930,1900,1900,1693.8637695312,80701600
2020-05-12,1910,1910,1825,1830,1631.4582519531,164776400
2020-05-13,1820,1870,1790,1860,1658.2033691406,78014600
2020-05-14,1835,1870,1755,1770,1577.9677734375,94613200
2020-05-15,1785,1795,1650,1670,1488.8171386719,173916400
2020-05-18,1690,1705,1635,1665,1484.3596191406,83620800
2020-05-19,1700,1790,1690,1760,1569.052734375,154163000
2020-05-20,1785,1820,1710,1800,1604.7130126953,148603000
2020-05-26,1830,1830,1790,1815,1618.0856933594,88906800
2020-05-27,1820,1850,1790,1815,1618.0856933594,128476400
2020-05-28,1820,1895,1815,1830,1631.4582519531,233662000
2020-05-29,1830,1930,1795,1915,1707.236328125,294115600
2020-06-02,1950,2020,1925,1985,1769.6419677734,263164400
