Tanggal,Harga Buka,Harga Tertinggi ,Harga Terendah,Harga Tutup,Harga Penutupan Disesuaikan,Volume Perdagangan
2020-06-03,2010,2095,1940,2065,1840.9625244141,277008600
2020-06-04,2100,2180,2055,2070,1845.4200439453,227041600
2020-06-05,2100,2145,2015,2125,1894.4528808594,145380800
2020-06-08,2175,2470,2170,2415,2152.9899902344,311447600
2020-06-09,2450,2575,2425,2430,2166.3625488281,285710200
2020-06-10,2425,2425,2260,2260,2014.8061523438,303568800
2020-06-11,2255,2255,2105,2105,1876.6229248047,444085400
2020-06-12,2105,2235,1970,2235,1992.5187988281,399567400
2020-06-15,2240,2250,2090,2100,1872.1652832031,233304600
2020-06-16,2175,2305,2175,2305,2054.9243164062,263297600
2020-06-17,2340,2375,2255,2275,2028.1789550781,186268000
2020-06-18,2250,2285,2215,2250,2005.8911132812,104127000
2020-06-19,2275,2285,2225,2240,1996.9763183594,82478400
2020-06-22,2240,2255,2220,2235,1992.5187988281,51006800
2020-06-23,2235,2235,2160,2190,1952.4008789062,83534400
2020-06-24,2205,2390,2205,2370,2112.8720703125,302121200
2020-06-25,2335,2345,2255,2275,2028.1789550781,235644400
2020-06-26,2325,2345,2275,2290,2041.5516357422,133600200
2020-06-29,2275,2300,2245,2295,2046.0091552734,69967400
2020-06-30,2335,2350,2275,2290,2041.5516357422,123530000
2020-07-01,2300,2315,2255,2270,2023.7213134766,74028600
2020-07-02,2270,2300,2270,2295,2046.0091552734,57236400
2020-07-03,2300,2320,2275,2280,2032.6364746094,47528000
2020-07-06,2295,2320,2290,2305,2054.9243164062,62036400
2020-07-07,2325,2330,2290,2300,2050.4665527344,82084400
2020-07-08,2300,2415,2290,2400,2139.6174316406,230576800
2020-07-09,2410,2430,2360,2365,2108.4145507812,116501200
2020-07-10,2350,2365,2325,2335,2081.6694335938,75306000
2020-07-13,2350,2385,2350,2375,2117.3295898438,71091800
2020-07-14,2375,2390,2350,2360,2103.9572753906,96113000
2020-07-15,2380,2390,2355,2355,2099.4995117188,84620000
2020-07-16,2355,2370,2340,2350,2095.0422363281,86094200
2020-07-17,2340,2360,2335,2335,2081.6694335938,37567000
2020-07-20,2345,2345,2255,2270,2023.7213134766,135393000
2020-07-21,2285,2350,2280,2340,2086.1271972656,121672800
2020-07-22,2350,2375,2330,2335,2081.6694335938,96854200
2020-07-23,2345,2395,2335,2355,2099.4995117188,152124600
2020-07-24,2355,2355,2295,2305,2054.9243164062,109205600
2020-07-27,2320,2330,2300,2325,2072.7543945312,54144000
2020-07-28,2330,2355,2325,2340,2086.1271972656,70478400
2020-07-29,2330,2330,2290,2295,2046.0091552734,128065400
2020-07-30,2305,2315,2285,2300,2050.4665527344,96801600
2020-08-03,2325,2325,2150,2220,1979.1462402344,146498200
2020-08-04,2235,2280,2225,2280,2032.6364746094,66409200
2020-08-05,2285,2320,2255,2315,2063.8393554688,82299800
2020-08-06,2325,2335,2315,2320,2068.2966308594,64511600
2020-08-07,2320,2340,2300,2310,2059.3818359375,56842400
2020-08-10,2310,2320,2305,2310,2059.3818359375,29651200
2020-08-11,2315,2410,2315,2390,2130.7023925781,192912200
2020-08-12,2400,2600,2380,2562.5,2284.4873046875,362397000
2020-08-13,2600,2675,2512.5,2537.5,2262.1997070312,175205000
2020-08-14,2537.5,2550,2500,2500,2228.7680664062,114290200
2020-08-18,2525,2612.5,2512.5,2525,2251.0559082031,203541200
2020-08-19,2537.5,2600,2500,2525,2251.0559082031,159091800
2020-08-24,2537.5,2575,2525,2550,2273.3435058594,105466800
2020-08-25,2575,2675,2575,2637.5,2351.3503417969,185542800
2020-08-26,2650,2675,2600,2662.5,2373.6381835938,145659800
2020-08-27,2662.5,2712.5,2625,2650,2362.494140625,113335600
2020-08-28,2662.5,2675,2612.5,2625,2340.2062988281,83795800
2020-08-31,2650,2662.5,2500,2550,2273.3435058594,251920000
2020-09-01,2575,2587.5,2512.5,2587.5,2306.7751464844,108883800
2020-09-02,2625,2637.5,2562.5,2612.5,2329.0629882812,92414800
2020-09-03,2637.5,2687.5,2625,2675,2384.7817382812,267877200
2020-09-04,2625,2625,2562.5,2612.5,2329.0629882812,188192000
2020-09-07,2612.5,2637.5,2562.5,2625,2340.2062988281,81856400
2020-09-08,2650,2650,2612.5,2625,2340.2062988281,45193600
2020-09-09,2575,2587.5,2512.5,2512.5,2239.912109375,146843600
2020-09-10,2390,2395,2340,2340,2086.1271972656,264205400
2020-09-11,2225,2440,2210,2435,2170.8200683594,242923200
2020-09-14,2490,2525,2455,2525,2251.0559082031,155021200
2020-09-15,2525,2550,2455,2470,2202.0231933594,98187400
2020-09-16,2495,2495,2435,2435,2170.8200683594,60506400
2020-09-17,2430,2445,2350,2360,2103.9572753906,124173000
2020-09-18,2360,2405,2350,2370,2112.8720703125,87300200
2020-09-21,2380,2380,2275,2295,2046.0091552734,88031200
2020-09-22,2250,2320,2230,2270,2023.7213134766,96480800
2020-09-23,2285,2300,2180,2210,1970.2309570312,111629000
2020-09-24,2180,2200,2155,2165,1930.1131591797,101549000
2020-09-25,2180,2300,2180,2300,2050.4665527344,109984600
2020-09-28,2325,2345,2250,2270,2023.7213134766,62118800
2020-09-29,2300,2325,2235,2255,2010.3488769531,84460000
2020-09-30,2275,2280,2185,2220,1979.1462402344,63903400
2020-10-01,2245,2290,2235,2285,2037.0939941406,51766000
2020-10-02,2290,2295,2190,2255,2010.3488769531,61431000
2020-10-05,2270,2310,2250,2310,2059.3818359375,59714200
2020-10-06,2355,2370,2325,2335,2081.6694335938,98068200
2020-10-07,2310,2345,2305,2335,2081.6694335938,48203400
2020-10-08,2360,2360,2325,2335,2081.6694335938,42166800
2020-10-09,2350,2350,2310,2320,2068.2966308594,51010400
2020-10-12,2345,2355,2330,2335,2081.6694335938,63289000
2020-10-13,2335,2390,2310,2380,2121.787109375,90512400
2020-10-14,2380,2475,2380,2475,2206.48046875,133840600
2020-10-15,2475,2475,2390,2390,2130.7023925781,106439400
2020-10-16,2425,2430,2380,2405,2144.0749511719,54115000
2020-10-19,2425,2450,2410,2445,2179.7353515625,73015200
2020-10-20,2435,2445,2405,2405,2144.0749511719,57256800
2020-10-21,2425,2465,2425,2440,2175.2775878906,89392600
2020-10-22,2415,2440,2415,2430,2166.3625488281,44578200
2020-10-23,2430,2450,2420,2425,2161.9052734375,46222200
2020-10-26,2435,2460,2415,2425,2161.9052734375,112967200
2020-10-27,2400,2425,2365,2370,2112.8720703125,176476000
2020-11-02,2350,2355,2295,2330,2077.2121582031,145155000
2020-11-03,2350,2370,2330,2335,2081.6694335938,89949600
2020-11-04,2350,2360,2300,2310,2059.3818359375,70802200
2020-11-05,2360,2425,2340,2415,2152.9899902344,180563400
2020-11-06,2430,2512.5,2385,2480,2210.9379882812,240710000
2020-11-09,2525,2575,2500,2550,2273.3435058594,166734000
2020-11-10,2625,2675,2600,2662.5,2373.6381835938,251065000
2020-11-11,2687.5,2762.5,2662.5,2737.5,2440.5012207031,214751400
2020-11-12,2775,2775,2650,2687.5,2395.92578125,133987600
2020-11-13,2662.5,2850,2637.5,2825,2518.5080566406,198407400
2020-11-16,2875,2925,2825,2837.5,2529.6516113281,173760800
2020-11-17,2875,2900,2837.5,2875,2563.0832519531,126882200
2020-11-18,2875,2887.5,2825,2862.5,2551.939453125,97499400
2020-11-19,2837.5,2900,2825,2875,2563.0832519531,122667200
2020-11-20,2850,2900,2825,2837.5,2529.6516113281,106282800
2020-11-23,2837.5,2987.5,2812.5,2950,2629.9465332031,165072200
2020-11-24,2987.5,2987.5,2950,2975,2652.2338867188,123975400
2020-11-25,3000,3087.5,3000,3025,2696.8093261719,202412800
2020-11-26,3025,3175,3012.5,3150,2808.2478027344,133546200
2020-11-27,3150,3187.5,3100,3175,2830.5356445312,129836400
2020-11-30,3175,3175,2975,3000,2674.521484375,320814200
2020-12-01,3037.5,3125,2962.5,3125,2785.9602050781,199570600
2020-12-02,3150,3187.5,3100,3175,2830.5356445312,103987400
2020-12-03,3187.5,3250,3150,3175,2830.5356445312,128300400
2020-12-04,3162.5,3212.5,3100,3175,2830.5356445312,87823400
2020-12-07,3250,3337.5,3225,3325,2964.26171875,121274800
2020-12-08,3325,3350,3275,3325,2964.26171875,70337400
2020-12-10,3325,3350,3287.5,3300,2941.9738769531,97416000
2020-12-11,3325,3350,3275,3287.5,2930.830078125,62718600
2020-12-14,3287.5,3312.5,3225,3287.5,2930.830078125,118385600
2020-12-15,3262.5,3275,3225,3250,2897.3986816406,83508200
2020-12-16,3275,3337.5,3275,3337.5,2975.4052734375,98639200
2020-12-17,3350,3375,3300,3337.5,2975.4052734375,81480800
2020-12-18,3312.5,3350,3300,3325,2964.26171875,56371400
2020-12-21,3337.5,3362.5,3287.5,3300,2941.9738769531,68494800
2020-12-22,3262.5,3287.5,3137.5,3150,2808.2478027344,127411600
2020-12-23,3150,3212.5,2975,3125,2785.9602050781,111054800
2020-12-28,3200,3225,3075,3225,2875.1108398438,61917400
2020-12-29,3225,3237.5,3125,3150,2808.2478027344,51736600
2020-12-30,3150,3175,3075,3087.5,2752.5288085938,76480000
2021-01-04,3125,3200,3050,3187.5,2841.6794433594,81711400
2021-01-05,3200,3250,3150,3250,2897.3986816406,68509200
2021-01-06,3262.5,3275,3100,3200,2852.8232421875,74299600
2021-01-07,3237.5,3250,3175,3212.5,2863.9670410156,74138800
2021-01-08,3212.5,3250,3187.5,3237.5,2886.2546386719,72826800
2021-01-11,3237.5,3300,3225,3262.5,2908.5424804688,149359200
2021-01-12,3300,3337.5,3237.5,3250,2897.3986816406,120481200
2021-01-13,3262.5,3300,3237.5,3262.5,2908.5424804688,84618200
2021-01-14,3262.5,3300,3212.5,3225,2875.1108398438,68392400
2021-01-15,3225,3250,3125,3162.5,2819.3916015625,105609800
2021-01-18,3150,3187.5,3100,3150,2808.2478027344,80840600
2021-01-19,3150,3187.5,3075,3112.5,2774.8166503906,88881200
2021-01-20,3100,3237.5,3100,3212.5,2863.9670410156,109658000
2021-01-21,3250,3287.5,3212.5,3212.5,2863.9670410156,59591200
2021-01-22,3200,3225,3125,3137.5,2797.1040039062,89496000
2021-01-25,3137.5,3150,3062.5,3112.5,2774.8166503906,62801600
2021-01-26,3112.5,3137.5,3000,3037.5,2707.953125,94759800
2021-01-27,3037.5,3050,2912.5,2987.5,2663.3779296875,121073600
2021-01-28,2900,2975,2850,2887.5,2574.2272949219,105682200
2021-01-29,2900,2987.5,2725,2775,2473.9326171875,155809200
2021-02-01,2775,2937.5,2625,2925,2607.6589355469,153317600
2021-02-02,2937.5,3025,2925,2950,2629.9465332031,113771800
2021-02-03,3025,3200,2987.5,3150,2808.2478027344,239553600
2021-02-04,3162.5,3175,3087.5,3137.5,2797.1040039062,100262200
2021-02-05,3175,3187.5,3112.5,3150,2808.2478027344,46060200
2021-02-08,3150,3187.5,3137.5,3150,2808.2478027344,44851400
2021-02-09,3137.5,3200,3100,3112.5,2774.8166503906,86257400
2021-02-10,3112.5,3137.5,3075,3100,2763.6723632812,30024200
2021-02-11,3125,3125,3075,3100,2763.6723632812,26663000
2021-02-15,3125,3162.5,3087.5,3112.5,2774.8166503906,53067000
2021-02-16,3125,3187.5,3087.5,3175,2830.5356445312,75821200
2021-02-17,3187.5,3200,3075,3075,2741.384765625,89886200
2021-02-18,3050,3100,3000,3012.5,2685.6657714844,64395600
2021-02-19,3000,3025,2962.5,3000,2674.521484375,51525600
2021-02-22,3000,3037.5,2962.5,2962.5,2641.0900878906,69472200
2021-02-23,2962.5,3000,2950,2975,2652.2338867188,38327600
2021-02-24,2987.5,3050,2987.5,3037.5,2707.953125,62323600
2021-02-25,3075,3100,3037.5,3037.5,2707.953125,68416400
2021-02-26,2975,3050,2962.5,2975,2652.2338867188,135017000
2021-03-01,3000,3112.5,2987.5,3112.5,2774.8166503906,82388800
2021-03-02,3137.5,3150,3050,3075,2741.384765625,57119200
2021-03-03,3075,3100,3012.5,3012.5,2685.6657714844,64855000
2021-03-04,3012.5,3037.5,2987.5,3000,2674.521484375,35366800
2021-03-05,2950,3025,2937.5,3000,2674.521484375,48207200
2021-03-08,3037.5,3050,3000,3000,2674.521484375,24737800
2021-03-09,3037.5,3050,2962.5,2987.5,2663.3779296875,43320000
2021-03-10,3012.5,3050,2975,3025,2696.8093261719,30935000
2021-03-12,3062.5,3100,3025,3075,2741.384765625,74997200
2021-03-15,3100,3175,3075,3162.5,2819.3916015625,133769600
2021-03-16,3162.5,3187.5,3100,3112.5,2774.8166503906,56139400
2021-03-17,3112.5,3112.5,3050,3050,2719.0971679688,44703400
2021-03-18,3100,3162.5,3075,3137.5,2797.1040039062,88289600
2021-03-19,3125,3137.5,3075,3075,2741.384765625,59625600
2021-03-22,3087.5,3112.5,3037.5,3050,2719.0971679688,40516200
2021-03-23,3050,3100,3037.5,3050,2719.0971679688,38971000
2021-03-24,3025,3050,2975,2975,2652.2338867188,64499200
2021-03-25,3000,3000,2937.5,2950,2629.9465332031,46671400
2021-03-26,2987.5,3050,2950,3025,2696.8093261719,37882400
2021-03-29,3025,3075,3000,3025,2696.8093261719,34467400
2021-03-30,3000,3025,2887.5,2900,2585.37109375,80632200
2021-03-31,2900,2925,2775,2862.5,2551.939453125,87859400
2021-04-01,2862.5,2912.5,2812.5,2837.5,2529.6516113281,42609800
2021-04-05,2887.5,2900,2837.5,2875,2563.0832519531,29858600
2021-04-06,2900,2950,2875,2912.5,2596.5148925781,36015000
2021-04-07,2950,2950,2862.5,2887.5,2574.2272949219,35170000
2021-04-08,2875,2912.5,2862.5,2900,2605.2307128906,32473000
2021-04-09,2925,3050,2912.5,3000,2695.0659179688,99272400
2021-04-12,3012.5,3025,2912.5,2925,2627.6896972656,43708800
2021-04-13,2925,2937.5,2862.5,2900,2605.2307128906,36617000
2021-04-14,2912.5,2975,2900,2950,2650.1484375,42649600
2021-04-15,2975,3012.5,2950,2987.5,2683.8366699219,35951800
2021-04-16,3012.5,3025,2937.5,2975,2672.6071777344,35331800
2021-04-19,2950,2987.5,2912.5,2937.5,2638.9189453125,23835600
2021-04-20,2937.5,2962.5,2900,2962.5,2661.3776855469,16545000
2021-04-21,2937.5,2937.5,2875,2887.5,2594.0012207031,26455400
2021-04-22,2900,2912.5,2825,2837.5,2549.0832519531,57216600
2021-04-23,2837.5,2900,2837.5,2887.5,2594.0012207031,37571600
2021-04-26,2925,2925,2850,2862.5,2571.5422363281,29762200
2021-04-27,2900,2950,2875,2950,2650.1484375,61601400
2021-04-28,2950,2950,2900,2912.5,2616.4599609375,34861800
2021-04-29,2937.5,2962.5,2912.5,2937.5,2638.9189453125,22594200
2021-04-30,2937.5,2937.5,2825,2850,2560.3127441406,51811400
2021-05-03,2850,2862.5,2775,2787.5,2504.1655273438,47424400
2021-05-04,2787.5,2812.5,2762.5,2812.5,2526.6242675781,34481200
2021-05-05,2825,2862.5,2800,2837.5,2549.0832519531,38031800
2021-05-06,2875,2887.5,2837.5,2850,2560.3127441406,30785200
2021-05-07,2875,2875,2800,2800,2515.3950195312,29105000
2021-05-10,2800,2825,2775,2787.5,2504.1655273438,28382000
2021-05-11,2787.5,2787.5,2750,2762.5,2481.7067871094,25122800
2021-05-17,2787.5,2825,2725,2750,2470.4772949219,53778600
2021-05-18,2750,2775,2700,2725,2448.0185546875,26061200
2021-05-19,2700,2712.5,2600,2625,2358.1826171875,58396200
2021-05-20,2600,2662.5,2587.5,2625,2358.1826171875,47329400
2021-05-21,2650,2700,2625,2662.5,2391.8713378906,51714600
2021-05-24,2687.5,2687.5,2650,2650,2380.6416015625,29090200
2021-05-25,2650,2750,2650,2662.5,2391.8713378906,47884600
2021-05-27,2687.5,2750,2575,2575,2313.2651367188,161699000
2021-05-28,2637.5,2650,2600,2600,2335.7241210938,43171200
2021-05-31,2612.5,2750,2600,2700,2425.5595703125,69536200
2021-06-02,2750,2787.5,2712.5,2775,2492.9362792969,76636200
2021-06-03,2787.5,2875,2737.5,2875,2582.7717285156,54852600
2021-06-04,2850,2875,2800,2812.5,2526.6242675781,60249000
2021-06-07,2812.5,2825,2737.5,2762.5,2481.7067871094,29282200
2021-06-08,2775,2787.5,2737.5,2762.5,2481.7067871094,39074200
2021-06-09,2787.5,2825,2750,2812.5,2526.6242675781,31051200
2021-06-10,2825,2850,2800,2837.5,2549.0832519531,36977200
2021-06-11,2837.5,2850,2800,2837.5,2549.0832519531,37208800
2021-06-14,2837.5,2837.5,2762.5,2775,2492.9362792969,37052800
2021-06-15,2775,2787.5,2750,2762.5,2481.7067871094,28499000
2021-06-16,2750,2762.5,2662.5,2687.5,2414.330078125,41794200
2021-06-17,2675,2675,2612.5,2625,2358.1826171875,51324600
2021-06-18,2612.5,2612.5,2445,2470,2218.9379882812,309557000
2021-06-21,2445,2495,2390,2485,2232.4130859375,106378400
2021-06-22,2500,2512.5,2455,2475,2223.4296875,73577200
2021-06-23,2485,2485,2425,2425,2178.5119628906,79150800
2021-06-24,2425,2445,2395,2410,2165.0363769531,58488200
2021-06-25,2410,2440,2380,2380,2138.0856933594,55871200
2021-06-28,2375,2375,2290,2290,2057.2338867188,107955600
2021-06-29,2290,2330,2280,2290,2057.2338867188,51061600
2021-06-30,2290,2340,2290,2315,2079.6928710938,75289400
2021-07-01,2315,2390,2315,2350,2111.1352539062,58895400
2021-07-02,2350,2430,2350,2415,2169.5283203125,70071000
2021-07-05,2415,2420,2350,2360,2120.1188964844,49599400
2021-07-06,2365,2375,2340,2355,2115.626953125,53836400
2021-07-07,2355,2380,2340,2365,2124.6103515625,40015800
2021-07-08,2375,2415,2360,2380,2138.0856933594,50402000
2021-07-09,2380,2380,2310,2320,2084.1843261719,56642000
2021-07-12,2325,2355,2300,2350,2111.1352539062,50318200
2021-07-13,2360,2375,2320,2335,2097.6599121094,35251400
2021-07-14,2310,2320,2280,2290,2057.2338867188,47666600
2021-07-15,2290,2385,2290,2360,2120.1188964844,69427000
2021-07-16,2375,2415,2370,2405,2160.5446777344,52095400
2021-07-19,2405,2425,2380,2410,2165.0363769531,35613800
2021-07-21,2410,2480,2410,2450,2200.970703125,72049800
2021-07-22,2512.5,2625,2512.5,2575,2313.2651367188,121692000
2021-07-23,2575,2600,2525,2537.5,2279.5769042969,40381400
2021-07-26,2550,2562.5,2500,2525,2268.3474121094,37694000
2021-07-27,2550,2550,2500,2512.5,2257.1179199219,29688200
2021-07-28,2512.5,2525,2455,2480,2227.9213867188,49192200
2021-07-29,2475,2512.5,2455,2465,2214.4460449219,29831400
2021-07-30,2450,2465,2385,2390,2147.0693359375,84261600
2021-08-02,2390,2415,2375,2410,2165.0363769531,27577000
2021-08-03,2410,2485,2400,2475,2223.4296875,37556000
2021-08-04,2490,2537.5,2465,2525,2268.3474121094,42847800
2021-08-05,2525,2612.5,2525,2600,2335.7241210938,84034200
2021-08-06,2612.5,2625,2525,2562.5,2302.0356445312,37009400
2021-08-09,2575,2575,2480,2490,2236.9047851562,33795000
2021-08-10,2500,2525,2475,2495,2241.396484375,23582400
2021-08-12,2525,2550,2495,2537.5,2279.5769042969,20368000
2021-08-13,2562.5,2575,2525,2550,2290.8061523438,17836000
2021-08-16,2575,2587.5,2512.5,2575,2313.2651367188,27000000
2021-08-18,2587.5,2712.5,2575,2712.5,2436.7890625,125505200
2021-08-19,2700,2712.5,2587.5,2650,2380.6416015625,95932200
2021-08-20,2650,2725,2600,2712.5,2436.7890625,55731800
2021-08-23,2725,2737.5,2637.5,2675,2403.1005859375,40378000
2021-08-24,2675,2687.5,2625,2662.5,2391.8713378906,32190600
2021-08-25,2662.5,2675,2612.5,2625,2358.1826171875,22969800
2021-08-26,2637.5,2650,2575,2612.5,2346.9536132812,33832400
2021-08-27,2637.5,2675,2612.5,2650,2380.6416015625,37452800
2021-08-30,2687.5,2712.5,2650,2700,2425.5595703125,47411800
2021-08-31,2700,2712.5,2650,2700,2425.5595703125,42541400
2021-09-01,2700,2712.5,2650,2662.5,2391.8713378906,16831200
2021-09-02,2687.5,2687.5,2612.5,2625,2358.1826171875,32874400
2021-09-03,2637.5,2737.5,2625,2725,2448.0185546875,50949800
2021-09-06,2725,2750,2712.5,2725,2448.0185546875,38296400
2021-09-07,2737.5,2750,2687.5,2700,2425.5595703125,48409200
2021-09-08,2700,2700,2625,2662.5,2391.8713378906,38505400
2021-09-09,2662.5,2712.5,2637.5,2700,2425.5595703125,39836600
2021-09-10,2700,2737.5,2675,2725,2448.0185546875,34009400
2021-09-13,2700,2712.5,2675,2700,2425.5595703125,17832600
2021-09-14,2700,2725,2700,2700,2425.5595703125,17803800
2021-09-15,2675,2687.5,2650,2675,2403.1005859375,32731600
2021-09-16,2675,2687.5,2625,2637.5,2369.4123535156,31792000
2021-09-17,2625,2662.5,2612.5,2650,2380.6416015625,36439800
2021-09-20,2625,2637.5,2562.5,2575,2313.2651367188,44196800
2021-09-21,2550,2562.5,2512.5,2562.5,2302.0356445312,54314200
2021-09-22,2562.5,2587.5,2525,2575,2313.2651367188,41978200
2021-09-23,2587.5,2600,2550,2562.5,2302.0356445312,61940400
2021-09-24,2562.5,2587.5,2537.5,2550,2290.8061523438,39455000
2021-09-27,2550,2562.5,2512.5,2537.5,2279.5769042969,26683200
2021-09-28,2537.5,2562.5,2525,2525,2268.3474121094,27900800
2021-09-29,2512.5,2625,2512.5,2612.5,2346.9536132812,42313400
2021-09-30,2612.5,2687.5,2600,2687.5,2414.330078125,69114400
2021-10-01,2687.5,2687.5,2662.5,2675,2403.1005859375,28026800
2021-10-04,2675,2900,2675,2850,2560.3127441406,147876600
2021-10-05,2837.5,2875,2812.5,2850,2560.3127441406,65757000
2021-10-06,2875,3100,2850,3000,2695.0659179688,222205600
2021-10-07,3000,3037.5,2950,2987.5,2683.8366699219,84459800
2021-10-08,3025,3100,3012.5,3075,2762.4428710938,96927800
2021-10-11,3075,3212.5,3075,3200,2874.7373046875,146990800
2021-10-12,3200,3250,3162.5,3200,2874.7373046875,144795200
2021-10-13,3250,3400,3200,3337.5,2998.2609863281,297783800
2021-10-14,3337.5,3437.5,3337.5,3437.5,3088.0966796875,156735200
2021-10-15,3475,3487.5,3325,3375,3031.9494628906,118737200
2021-10-18,3437.5,3587.5,3412.5,3537.5,3177.9321289062,206314600
2021-10-19,3575,3612.5,3512.5,3612.5,3245.3090820312,128186800
2021-10-21,3675,3725,3625,3662.5,3290.2265625,140777400
2021-10-22,3662.5,3737.5,3562.5,3725,3346.3737792969,95312000
2021-10-25,3737.5,3787.5,3675,3675,3301.4560546875,97000800
2021-10-26,3675,3700,3600,3637.5,3267.767578125,52453800
2021-10-27,3612.5,3625,3525,3537.5,3177.9321289062,95347600
2021-10-28,3512.5,3537.5,3462.5,3525,3166.7026367188,78045400
2021-10-29,3587.5,3587.5,3425,3500,3144.2436523438,118294800
2021-11-01,3512.5,3512.5,3412.5,3425,3076.8674316406,69669000
2021-11-02,3425,3475,3362.5,3400,3054.4084472656,60944600
2021-11-03,3400,3525,3362.5,3512.5,3155.4733886719,93339800
2021-11-04,3537.5,3562.5,3500,3500,3144.2436523438,54733000
2021-11-05,3500,3512.5,3437.5,3475,3121.7846679688,32817000
2021-11-08,3500,3562.5,3462.5,3525,3166.7026367188,49871600
2021-11-09,3525,3537.5,3487.5,3525,3166.7026367188,24198600
2021-11-10,3500,3537.5,3462.5,3537.5,3177.9321289062,25594600
2021-11-11,3500,3562.5,3500,3512.5,3155.4733886719,31442200
2021-11-12,3512.5,3525,3450,3450,3099.326171875,46965800
2021-11-15,3425,3462.5,3400,3400,3054.4084472656,49796800
2021-11-16,3400,3475,3375,3437.5,3088.0966796875,38494800
2021-11-17,3475,3500,3450,3500,3144.2436523438,40673800
2021-11-18,3500,3500,3450,3462.5,3110.5554199219,21636600
2021-11-19,3475,3525,3462.5,3512.5,3155.4733886719,47973200
2021-11-22,3512.5,3600,3500,3587.5,3222.8500976562,105224000
2021-11-23,3587.5,3600,3500,3500,3144.2436523438,64255400
2021-11-24,3537.5,3562.5,3512.5,3537.5,3177.9321289062,39856200
2021-11-25,3537.5,3637.5,3525,3587.5,3222.8500976562,94781000
